transaction_id,source,target,amount_SAT
16,03ddbd6e4925480a6adc341e7d0a07e26cb57542d5f10fb0d6550af2f13a3b5a88,02445ff6a24e69242d6f6f38e1b7e8ae9c01eb9b660f3daf3304cb4b7cfeb79a99,60000
17,03bbc38579cf51c6a098d1459371e1c99f26ddf330a76e683b7d485999a9ce48c7,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
18,02e74c09ca720c891221164424651f62176a4737a4b2fd4f75a5befee127e90b9e,02fb79c3a9121d85b126687bd111eaebf21aaaaa5cbf232e2b6c3bdf8803f40182,60000
19,02e1dad4d396696cb207a524bdf595f1a2e6792d7b990f18cef1ebd1b557bb110f,0230c3d8719c014ab024e6ffd68b1136f57a2d48100a6f09c1a1e417b8e682bc6b,60000
20,03de6bc7ed1badd0827b99c5b1ad2865322815e761572717a536f0a482864c4427,0284a1e2bcd08ad7e204fdd67bdf1e18c711cf225182fa52e60623c189c2393a45,60000
21,03eb8727fed44b8fc5275a7e78be317bbc62ce230242942fad522cd21b92501b68,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000
22,0269f891efce939e2e66e95c0bf5506f64479264ad213ac88d128c10dac394bd05,03abdec0fc6d28cfc127cf2b769a8ea2a15f9c8f297b994fbfa4b0f40e7582c460,60000
23,039c3a5b7d5db249909c1edaacb9dc5987f3899b6b150591ce03b77c93ecca69bc,02d829d8af1b2abcd3224896068dad89e2ca050493b4ddd6ef5720d0e634fe4337,60000
24,02c505239ab27dc3e3acaf460b485725b7556f7013378e88b50a4065b72052556e,02729134d5ef3297717a8e53539442ba4d08da400c7381d0e9211f0b66c1e46601,60000
25,0272e8731c6feda7fb7e2b8dbe0fbf1322f9e3b60cc2727f4ee4ca0f820b9cd169,03b465d6fcd7305c9fbfac523ec6c4a179756ad03e0400ed220ee303161bedbbf4,60000
26,029507caab603bac8cba5c36d2547bfaf5bc5219614c68eeed0eb581d08011262c,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
27,028111c2552a2fdd19cde97a18f68f8ece30a8bee45f6070109e6d34115ff9e7ae,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
28,024a7f9cfaa7d9d00b5a4a70d756a91d68287012074e914de3fbd49ffd03fd0b44,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
29,036414df3b42e4ad0a7742aa5bb1f9c62b9fe53763a4695b3647b422f28f60f6a1,0385218f0e307b6a0e989d2a717d346942d96b4fd550e937de5f8ffe1568510a18,60000
30,02f8cd3e2549236c4dfa9e8db4e2be93d6dbd87477b9f40b88e0537b2e92e45e0c,0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174,60000
31,03c103413258b3482328fbd5fd230f8f256815ce731f3bcfaeda7a3d40e1b251f8,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
32,026f74e6bc603635dc9cbccdeb0802b57304cf7ce0c567072d77920b5d2f7dfcbc,02ce54736449b47e72dcc4c9f13c6329cd1c90791da8148a8d255c7470940c3a93,60000
33,0304ce547809e86aa0afd31b9b1c762142ca598b5fea05834a996a107434e2c693,032e4dfe1d01db7cdbc05aed62ed3f292ac1db7a1a96c4831e05b3a651bb7fbf93,60000
34,029a48d0d9b68d97a93c89efba7d7aeef84b08e9b6d7028ec2eacac02b3602d0e3,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
35,03521a3242f8a9ec2c4297a25071f97d3ca5bb4d2ced67edb6e664b503af57e802,02445ff6a24e69242d6f6f38e1b7e8ae9c01eb9b660f3daf3304cb4b7cfeb79a99,60000
36,02dc2b170534d1cd9eaf6e75ef44a06ce1450d6c71492748de633956ee51836877,0230a5bca558e6741460c13dd34e636da28e52afd91cf93db87ed1b0392a7466eb,60000
37,0278cb4374ceb7d5d3f9e5e392af2a3e631d56fe4ae28c1b4001bae301c6b40cb7,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
38,0355da86ca66c4b41d97b555a0eebb38c2a968b577ab920733aa91a0560751bac8,025f1456582e70c4c06b61d5c8ed3ce229e6d0db538be337a2dc6d163b0ebc05a5,60000
39,02e9c026c52114fadef06bd4676fa10595355edb099a5ff94b6e8f72e4ecfe11fa,02bfe975eb18b29455ee6d5c3a2dc6c8097cb4d9a38fb440ded1e464b33ccc9f60,60000
40,02be63834f828abfcfb4b547e9b8a48bb4caefe497b2e0c46eb8dfd8a85e168efe,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000
41,03f02d965aea25de84613ad2be36573d2bd8c6d6dd47d9a516d233098c281d3ae7,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000
42,038e3d2013f0cb70578b6e79761a7517d8bd6641af3a8947225216d5d65c8b50c0,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
43,02a34009da070ac52fa1409f83bd32b4cd609eeebe22200d6f7644d00ba6545350,0352df911103e1d01742e151a22a4e8ad3e324a5843cb7258de9e1ae46f8a4765f,60000
44,0292313ac55b14ffdb681d3bd81e36b5196010d6704d1e2d59211190fc630baa39,0387e71e5bc5a02dbc9e3caf4cdaf04cb975c8b48c339dab09dd2f80c1636f018f,60000
45,02631f7b6cdfe47203686dd3ddff3460c78d1a2f4b56bebd5df5ecba35603f7b15,0382b31dcff337311bf919411c5073c9c9a129890993f94f4a16eaaeffd91c7788,60000
46,03fa769d4a82b85025832fbcf5ad83461d1836f3e62e503a3479147ae1fbcd2b03,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
47,031beff5a4d477e5c6f1b9e2b2e9737479c26a2d8685255ae09176dc45bbfb8643,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
48,0374600fe72f395a131633c84107a7a66fe5786698fe2802bddf0f5c1c4d36171e,0385218f0e307b6a0e989d2a717d346942d96b4fd550e937de5f8ffe1568510a18,60000
49,03e5639392c0edc918412bcb4039450d350cedb199b93a5f2b8ad1247a78cf2c10,02b8c29e92f4842d06c5f6a5e8c53be29f5a6cf4bfd3c4d57d12aae3b0f2d9e10c,60000
50,022d39c3b7d65836e7b7d113ddd48424353480f1ca143176a60ef56bc093f6aade,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000
51,03211965a7b41ee5290d368068ba5bfdd365455dcd73d58c6431659eaf9186bce3,03f3f3f9ea1e6e3df8108a3f11031f0fba8e494535c5a45fb83bdc95a89fbe18b7,60000
52,036476fe8b35754c94a78728d7e23faf1aba6001bc93999fe7b4743a31d42b7cdb,03e691f81f08c56fa876cc4ef5c9e8b727bd682cf35605be25d48607a802526053,60000
53,034966f3860759e98ffddeb2fae93e62c0779e4e8a3fbf05ffb140adf8978e7efe,0267e1e0514d72134495d47b08b30cae17837841aa1867cfdc73bf0f5e65b3faa4,60000
54,0328bd910515358801aae0e90db537dd4864c680a9d73d8a24348428bed1a4a134,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
55,029909235d003b0d15f16d4de2adb937639e78ff1d11a59a18f23ca1c26cba53a8,02b8c29e92f4842d06c5f6a5e8c53be29f5a6cf4bfd3c4d57d12aae3b0f2d9e10c,60000
56,03a4b1054110a01df557341a575cdf9d7f66f2889ed898d80c319856a982f8bc07,0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9,60000
57,033ec6048144744f0475c03aa9941a643fc59ad154418ce20a66ca7e5278faefd1,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000
58,0288df01b869e0f472e7f1fadabfd188b52a6672bff1008af1579e5c16898251c0,0299797daa21faa6e4151517b286c41d4c7a8cb21fbfba59ca3bcd21a9f8392bd4,60000
59,03dab87ff8635982815c4567eb58af48f9944d11c56beb12b91e1049aaea06e187,029fe040ab2f303ebb74af21304da35b826bb47305b42dbfbd477fa14d2f88784e,60000
60,03df910db08883d2c5a6566ac0c8461f28db654f0e50d3385f78d0f662c5e84ba8,02bfe975eb18b29455ee6d5c3a2dc6c8097cb4d9a38fb440ded1e464b33ccc9f60,60000
61,028eb5be336f7fdf2a4e40c57ff55d3d5d71277bb4197ea14957f756bff249e623,02875cea37ef854f332f54ac81eae8b53bbfc210690a1f08c841d316d049f0ae76,60000
62,03738dcc712b45706ef0c152ed8bcdbcb2f16797ddb42b396270935407ae72f3bf,024c72d7f9e6e484f221aa9760318463fc725ab710cdab5cf69f53caf734446c00,60000
63,0381499873090f47c7f857b90a91a5de4708054b5966904e0623023c9a5ad0e8a1,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
64,0310024a2c21c39a8b20f5b1054e01ff699e4aa5cd29f254b1a7e84f4a869d9f60,028fde8558841049afa7b705b9bde93cd28c48f53ba340b24ec1578b6f1612c7c0,60000
65,030fe67793ac89584e0b19f75444429dce7c213a79da191ae68d1bc263fa760ab1,03b659dd1db74115a0ed24fe6bc3af08c59ad215408046fc5296af228db7174f27,60000
66,035467fbac7f7755bb90363bac31772aa70f2045b95b6f28e7f8d893ad6e08644b,03eaceab55b586463e69cc8cedbfc752954f79cde4de05a84efc818e8b56490534,60000
67,02f3ad9c864ecf2615356d142c5ada9699f95db0c0ade39cb686fefc5711c02b05,0230a5bca558e6741460c13dd34e636da28e52afd91cf93db87ed1b0392a7466eb,60000
68,0273d64187c0852c5af642cd027f5617fac8ff45b6b1a0b60d08f173efd902aa95,0296b2db342fcf87ea94d981757fdf4d3e545bd5cef4919f58b5d38dfdd73bf5c9,60000
69,02d8e2d662dafd6f155b59174b1f8a747bf101d3baaf341ca196e1242f5c1edb9c,03561d4dcc14a587323afd29704f702bd51d30903a208c4021360f0e124ca31dd0,60000
70,030193d7729835eefa2b203668b889e6bceee9b397d75c819996a85ce8a6252ff2,0385218f0e307b6a0e989d2a717d346942d96b4fd550e937de5f8ffe1568510a18,60000
71,021b7afba1829b311225059f7221da2ff21d3f7aaf1d26aa662da871eb1834130c,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
72,020c218d374139dce95c24e32893adc884f8f4c7d403f4d3ee12358244ec27c657,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
73,03561d4dcc14a587323afd29704f702bd51d30903a208c4021360f0e124ca31dd0,02b21ca992bf95e3f324302265ad86cec24f36166fd7afca44efa0809aaa8b25c5,60000
74,03343fa29764058b0f0dc1afb202faabbbf46332f48ce42e39ea9a9b569bba1d57,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000
75,02dd04e277bf2ee7e8cd8e9766d5615005ac19fa872be8cdfe612a9950ada27b70,0202e7727ee46d943a44c7bf0dce14220a839630dee67d03446bf935178b55a0df,60000
76,02b2f92adefd4e2653cf84dc60142c3f195a97e34419815dbfa9ea54c52f053c51,0239e4dc85543cd84b712850072dc5e1bf0190c44b64dbe822581013f849a794a4,60000
77,02c717cf27420cb5efc492921851c6c5b328502c37a9fd282d5d2f04364e466768,03b6711eaede09a2769e93e1d693c25e307a66cf0bdd5b7d16b8f252553652ac69,60000
78,02213d6fc7b4289141fec246eed2a248e425372aeea209a830bce94da29ea9a37a,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000
79,02e706af088f808858666b99d82a66011193daeff419fd2d586aa5f66d2e8e0272,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,60000
80,03b58efffe1a9e73390221863d29d3d1532963c01ce527500de0d7cfa9383627dd,0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174,60000
81,0246f638e1421c27bcfc66010d21d5ac3a6b42579443ded6eef0daee890917385b,0202e7727ee46d943a44c7bf0dce14220a839630dee67d03446bf935178b55a0df,60000
82,02ebc584992f2789bca2fd76c280cd314069c190df28a59d858b50a355d66e26d8,029a5b4904dceca408a4334cf7c3ffa3e5ec51ac3bb5ba7023a94876b8d07ab58b,60000
83,03e713777ba6478811a8281e13d59c59d07030063868653242e1a5f0eb8cf66df0,030aed72353407f7577d0bf7663e28b9d60ef5533823f5f5e1ba6cf9e602ea2c68,60000
84,0220b557c78fcb852ebac4394ef35ac409d1cc5f9b185aad8071d61c4c89e2b4bb,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
85,0291160f2339150eb56569708f05379a81ccb2834e729f05b16bf4c93b86694694,025f1456582e70c4c06b61d5c8ed3ce229e6d0db538be337a2dc6d163b0ebc05a5,60000
86,03bcf4ec4c95931f795de0539723ec1f09dfc89da98be6566f9c2c6727f3ec7a2f,0218aa276840b73cbed1bee15cbf906a4cfaf22357557c2941d4d5fa7ab46eec00,60000
87,02a1075ea6c879a7d01db694ef77f895117f6a4999bd89a8026de7056677e82e2a,025f1456582e70c4c06b61d5c8ed3ce229e6d0db538be337a2dc6d163b0ebc05a5,60000
88,0293a999ab9610149f5bfc3f5f9dcd82306acee5285f622159953b136910ae0258,022252e7297f23601bae05132eb944a0e89f8a4a95debec6d63060bad78ff1fca7,60000
89,02cc9a91fd72e7d114e472cb9016b73f81e33bc5c8f39de9d5fb62cebf0f7df381,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,60000
90,0239a595d075f02efa28bbec80997d1d9cf630c7ea43e2551e86866bdf602fe4d8,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000
91,02a6a12aa78fe65f8bdd00363dfde861adf42faa0779f0c91c4edad7029e4c77b1,028fde8558841049afa7b705b9bde93cd28c48f53ba340b24ec1578b6f1612c7c0,60000
92,026cf1765c434829a8e9c53d790574ce4fe6a84cfcde8826107fbd8af967ea1017,03037dc08e9ac63b82581f79b662a4d0ceca8a8ca162b1af3551595b8f2d97b70a,60000
93,0295091bcca4a83a70e19bbb0e6daf0f8cbd2fbdd33ef1b4f93d7906243c9307e7,03e691f81f08c56fa876cc4ef5c9e8b727bd682cf35605be25d48607a802526053,60000
94,0250e706cddefea9e707956850972a16d065b91521f11e492a53ad62cbe1a7e2fc,021ecaf18c177e308009b9bdbf0d6784536e027759f797d64300787a24e6528a7c,60000
95,03dec1d593fa6d80203accf5054df2d4710be9f3b6a7ee676becf91acfda6908e9,02de9f484b93a01dc0d033462c5f9abb92bf8c43dab87c3f89bcce082df41e9867,60000
96,031b1877b1fc848ba441286c3c52dece688260ce33ac0dfc9bce57636ce9573c27,03e691f81f08c56fa876cc4ef5c9e8b727bd682cf35605be25d48607a802526053,60000
97,022918d3c6c07b4bb1c70c9a48bd8716b9ee95d9d52c2d2253b0e93b8d684b4bb4,0337579aadc81356ed7f32587565e4c2a7f8d1561be8cc3bd976cbc6a409a4a71b,60000
98,035c15fe7cf1531e1ce56e436b459bd06066c54a79f0650d7ec4b8ab7370232c18,032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,60000
99,038e01e189fade9d3f78096ce17e6e9b8616c3d5f462ddf329b2e0677d63e779ac,03d216c73166943229b0880137422c5e4c58784328e28ff4add00656370d8e0f39,60000
100,03d133de62de00fe16e9e3e01e22197548b03247b5ed4bffa7db94119b46f215c6,02d7617044629514778fe063a5ea498b992ef65a2e7721648dc673983b3ba36264,60000
101,033ce106e464f2b79ba13fee46346309eb10434c3647f1cb74715c2870d48519cd,030f5bd59457dba436dfdebceebcc3206ac8dfcd40bb1a616942253c3fcc5be174,60000
102,03113d4fc8687c804ac8c15c9966dc813edc13a4e8d7f0832056ab0b081a88b98b,03b23046078ca0ea286980a53fc90ee9016553e8109a9bc00f311a6c682184b881,60000
103,02dc5bd7f44ae9f3875b46ee22cff30c1aff749fac2e73b65321c4c0d40fd89114,02d7bb1978df46d8f13c94e1b336e3085bf7a45d43eca8994a26377cf48a17a31e,60000
104,03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,02e4971e61a3f55718ae31e2eed19aaf2e32caf3eb5ef5ff03e01aa3ada8907e78,60000
105,03e2a83993cd953e6530a00001b08ae4840a4e2fa7f46b55d452905a1b87815a26,0299797daa21faa6e4151517b286c41d4c7a8cb21fbfba59ca3bcd21a9f8392bd4,60000
106,024e4e0882db23d02d96048ee8e134dbedf8626c625d0f2e6526625850059af903,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,60000
107,02a6cfea85655314daa675d47ea4e134b779b1db6c2b067f1953133ad79df2e7b6,022812f0e94549f4543c8f796b4c21f942fbbe82538a6947082560084f1c2626d1,60000
108,0374f9bd5106b2a8eb70c221a40448a023bd1288bb74fb9f2d62e99fc4a2da96f1,0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,60000
109,0250eee8c275a355ad0a48b07014ad4eab473f85c1a07a95a0e74a73dd116209b9,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000
110,027f97dc1918507c3366befe09491da1b6c19bdd0d5fa55d0c6a4e3f034a82fdc0,025f1456582e70c4c06b61d5c8ed3ce229e6d0db538be337a2dc6d163b0ebc05a5,60000
111,02591507c0847eabfb590bf7097413cd1a9a2f564ef3062ec450e2718f88986959,033c6d1f28bd55c8d77f2aa6bb5238e3aa38bf291a73258d5ed92cddef29704c3b,60000
112,03827eb23fdec893580b03f7f55b7dd57855ceb861ff07bdd7bca737c34e31f060,0230b54d56a0745608a53d7ccbbdfd47ee60d86318ca27066e543f2a36e087270d,60000
113,03f1f9d524dadbc90e682bcb5c330eca642f7af333cb47920bed2be136a3e33f3f,03d28ac32e13a26bc2bc4c2e24adde07d8db2c27557de8047767e41537304bc64d,60000
114,02a29f15ba4dcad3ec35323ba73741770e4b6e7002a2649f37ef8c8cc52438210d,037c0bb263a4fe95f0ed598b50cf51e5732a6bc1c48d1c81c5e89f2442939dffdd,60000
115,025e4f8e716e61fa6c21eda7a913ac187c9cff85cdb8fd5003bd63c2472a312850,020cc87677a9027c8eb19b495b26c7537dc2ba55bb2f30ba97b205e1cecf4048e3,60000
116,02af5544e404a32c36eec5bb502d66860d020fdffe11be188b2c2b99ac6484ab85,02ca4c46faa50b2d961f4ad2e9d00c90826077b6a282b71079a88cb29a34b8c84a,60000
117,031abf23471b9f4b30d08c03af5b35a7c8ed07ec80c67dfa3b3292e5fd6e95d6d6,0202e7727ee46d943a44c7bf0dce14220a839630dee67d03446bf935178b55a0df,60000
118,02053ebe088cc90493e9f1cefa343a2dc84102933450a21b95d7e3dd5d5d645c34,02ddccb014a05fdd7d84a6b2563b2f80dc78c2d31cda59d13b10ee91baf0c08b1b,60000
119,02df315ed19636d66272e2ebbc1f413e460ac5a004810b28ef4714b30f33acf6b0,035510dbd1d58e9031fc37f5805c6c58e1763d33ab5a406f4007243a8e75a75e24,60000
120,03e94e144ad749a1cb11972212267fac12c0abfe0ca5a33985dcece556e62a1443,027898661fa15ed3245ee74b35522bb63700ff927d9a3a5093719e963b8bda3770,60000
121,020cc87677a9027c8eb19b495b26c7537dc2ba55bb2f30ba97b205e1cecf4048e3,02fa84e3050d07f4bb69bf068b04d1dbff3223b794362ab670d2c087cb24b94973,60000
122,03cea767e6f6ef849beed813093075547ea0744b23e911e12cd03d9d847db46c5d,033c87508fcc89d7a01dc9a8a0c1d91874a9db257a7d337dac10cc9c33e9084317,60000
123,037c6d0fff162f0a0f06af7f2d159ee0c50b7586437d6cb8683e1fab4e6c2b3885,02e5067afb7be9470214acc10d7b3ebc39e84cd7de57d86cc3598514fa6d821229,60000
124,02159952697e25d8c7d50c0b68f110a90813a752bfc4ed423c7cfeb6634b7b4d29,02e4971e61a3f55718ae31e2eed19aaf2e32caf3eb5ef5ff03e01aa3ada8907e78,60000
125,025cc5f84f3a6949e6dd266d5413ca5dfa81dbe2d76bddc42707db14384aaf6449,0348655bb8eac622db1a30b2779a11f432379c8c39a96b7bbf7dc83e3e15754c04,60000
126,032fe2e02ad15040cba768eb25daaede4d142ee01742e884991d0c1947ea8b8ba1,020cb9b93492969c03d4dd24441e56b6a2c40361fc2033cdef43779dad72b43592,60000
127,03aa47045c4095baa0a4d69e3c2f304859abae35dfb453407dc28e8a31943b19ee,03eaa33fcd3d0f243f4b3b50723af8d4a1b9da3c97833287fe7421fd7b2ff2afef,60000
128,02075e997744cefa0282d7b53ae21ea37c5cf7a2dc010a043a209074167c368c47,022812f0e94549f4543c8f796b4c21f942fbbe82538a6947082560084f1c2626d1,60000
129,03c836ee74f6029871af489f4fc4b1733b62205fa20700eaef2db410e421556335,03e691f81f08c56fa876cc4ef5c9e8b727bd682cf35605be25d48607a802526053,60000
130,03482f60b9a09d287d35bd8ad52e7a77d37638345eacde4e59502e8d5c3ec6293c,0385218f0e307b6a0e989d2a717d346942d96b4fd550e937de5f8ffe1568510a18,60000
131,03bd5f9ab14e25946343e554ca447293b3a03bfbf9ea8459e1540dd0e2720aeae1,0256812a1cb2539a5500f3c1c20db5ed7626e3878a552e3356c032c7bec2b3060e,60000
132,032934867f3adc42c1d4c2a664ec7613c82b495ea89b08c2e67e6c1b879fa43805,03803829ac1629e4de9c293286f90a2cf333b8ee838713674465dedcfcef601dfe,60000
133,03f5589408910cbb7994fed1d61778f4313fe79338261a908313efaf386e6751ec,02612b51b61a90e19ec4c6b0f3409e58175efe66cbf665df7805cafc84aee3a551,60000
134,035467fbac7f7755bb90363bac31772aa70f2045b95b6f28e7f8d893ad6e08644b,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
135,028f4a60dd133875e8776d5ac36e87097cf59e6e3a1d74fcd14c900270dda57c06,0385218f0e307b6a0e989d2a717d346942d96b4fd550e937de5f8ffe1568510a18,60000
136,035f3c022dbedef644da4dfab1d659e67e044baeb8b0f86d2d5104a0777358589e,03dd95faf1d95ea38047ec9a81a5dadf7a2875ab50a51720cb92c09925189825e3,60000
137,038525acf733137b782116669f512116f717d4cddcd065cb4f9da73aa653794d46,025f1456582e70c4c06b61d5c8ed3ce229e6d0db538be337a2dc6d163b0ebc05a5,60000
138,02f2b70ea2eb118e8136b0a5d5ddd8b6f63b66c6f5ffcb9e47405eefcd8e387937,0351fabd839e93962826ab8eff7f86795b66b7295a2330773938d409a725aa8176,60000
139,032ebdae3314f072acd70e66e18572e6ba27f96918009369585e7cdcf36af3cf9e,02e5544cda426d1dac8e5237e32eec59cbf93b88b76ef94ee7ecf8f76a5358fbbf,60000
140,023760d0f42fe8b9befa1ffbfa36b567edf28f574be2cd66219f3632e87db1e920,03e691f81f08c56fa876cc4ef5c9e8b727bd682cf35605be25d48607a802526053,60000
141,02c53a808c35394767dffb26c086b66721ce0d7957ae6114810f694693445dc015,025f1456582e70c4c06b61d5c8ed3ce229e6d0db538be337a2dc6d163b0ebc05a5,60000
142,02246b42ea693263292ce7a81a2c812f6d8b4ea657e7b9fc988f31714058616099,02bfe975eb18b29455ee6d5c3a2dc6c8097cb4d9a38fb440ded1e464b33ccc9f60,60000
143,031f8e76a924db2e10cd7960ea628948558c0734f3c327fb7fb30bc1d02b4a1885,0299797daa21faa6e4151517b286c41d4c7a8cb21fbfba59ca3bcd21a9f8392bd4,60000
144,0298e5178cfa9e19eccf27d2d21a20af00936014f0c520df03e38df5a5aee7effd,02aac548b877279c30f3abbb7301de93096e3b87144fc484dc3409bb0d6bd566b1,60000
145,035da933cd19d4495d9d7a7dc292ce9a7e899e19992851c6e5c97a5300625200fb,0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,60000
146,02264fe3f59462a34316b73c53b83834e52712b6baed81fa1984ab1f62ede054a4,03114576a6a289d52510883555bbe5078994cc068977de0a685c1cf6bb8705e94f,60000
147,02d7617044629514778fe063a5ea498b992ef65a2e7721648dc673983b3ba36264,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
148,0294760f9419965417c16a3af996c7fa8d204a0ee540d9a6fbb2f0a8b25b2cba43,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
149,0268af1ac4582b9428f8c68bcc890f1daf312c9037488c28e8afe0f73118698529,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,60000
